Longitude,Latitude,Altitude
-69.955184,44.344258,68.11101
-69.95511,44.344457,70.01693
-69.955193,44.344669,64.036546
-69.955254,44.344913,65.724325
-69.955373,44.345148,64.217755
-69.955188,44.345281,64.642002
-69.955111,44.345523,65.188708
-69.954991,44.345674,64.564593
-69.954835,44.345653,64.036364
-69.954806,44.345473,64.3893
-69.95472,44.345324,65.713118
-69.954647,44.345166,65.007787
-69.95445,44.345104,64.290059
-69.954214,44.345091,65.613472
-69.953976,44.345227,65.311243
-69.953816,44.345432,66.262866
-69.953792,44.345655,65.646181
-69.953861,44.346002,64.577
-69.953824,44.346195,64.078007
-69.953818,44.34631,64.467582
-69.953675,44.346679,64.036427
-69.953499,44.346847,64.726488
-69.953349,44.347258,64.802699
-69.953256,44.347544,64.503854
-69.953146,44.347741,64.036736
-69.953002,44.348185,64.133731
-69.952978,44.348429,64.036444
-69.952929,44.348646,64.374094
-69.952878,44.348882,64.528345
-69.952862,44.349129,64.036903
-69.952766,44.349279,64.036762
-69.952549,44.349386,65.34348
-69.952462,44.349494,67.024946
-69.952435,44.349977,64.675212
-69.952401,44.3502,64.143032
-69.952613,44.350303,64.913772
-69.952922,44.350367,65.839712
-69.953397,44.35042,67.18146
-69.953652,44.350546,67.645325
-69.953884,44.350806,67.264468
-69.953952,44.351022,66.295166
-69.954239,44.351236,66.755246
-69.954582,44.351324,66.206239
-69.954777,44.351345,67.78624
-69.954974,44.351476,65.387125
-69.954912,44.351633,64.036668
-69.95465,44.351776,66.208948
-69.954479,44.351976,66.241265
-69.954414,44.352062,70.627104
-69.954573,44.352446,69.75848
-69.954736,44.352814,68.849674
-69.954746,44.353137,66.40579
-69.95492,44.353373,67.987458
-69.955109,44.353454,64.614818
-69.955186,44.353704,66.017353
-69.955145,44.353779,67.926773
-69.955426,44.353879,64.171236
-69.955359,44.354132,64.03657
-69.955127,44.354414,65.369866
-69.954895,44.35489,64.668446
-69.954758,44.355128,67.955716
-69.954796,44.355396,65.284755
-69.954653,44.355629,64.239531
-69.954339,44.355661,64.717095
-69.953905,44.3557,67.530954
-69.95378,44.356004,66.402358
-69.953736,44.356304,65.4232
-69.953747,44.356447,67.50041
-69.953942,44.356518,64.036448
-69.953846,44.356735,68.642263
-69.953818,44.356978,69.781398
-69.953666,44.357136,70.316361
-69.95373,44.357353,65.556902
-69.953614,44.35765,65.137121
-69.953429,44.357944,65.83067
-69.953232,44.358202,67.745838
-69.953251,44.358661,67.592223
-69.953318,44.35897,68.887153
-69.953489,44.359126,67.150405
-69.953672,44.359457,68.128478
-69.953678,44.35975,67.262894
-69.953584,44.359894,70.292623
-69.953545,44.360174,69.587414
-69.953431,44.360498,64.62657
-69.953233,44.360565,71.576276
-69.953277,44.360918,65.908353
-69.9531,44.361149,65.725085
-69.952856,44.361364,71.910211
-69.952882,44.36165,67.762935
-69.952822,44.361847,67.725328
-69.952974,44.362083,68.98005
-69.953113,44.362459,67.944468
-69.953005,44.36267,67.757933
-69.952811,44.362908,68.321099
-69.95257,44.363109,66.715319
-69.952413,44.363244,65.184206
-69.952319,44.36332,68.94665
-69.952379,44.363638,64.119532
-69.952238,44.363846,64.294886
-69.951987,44.364071,64.308954
-69.951837,44.364199,64.036865
-69.951574,44.36417,66.685809
-69.95157,44.364379,65.174348
-69.951524,44.364554,67.233853
-69.951506,44.364771,70.862387
-69.951619,44.364961,73.536106
-69.951865,44.364989,66.631826
-69.951885,44.365177,64.036466
-69.951597,44.365257,65.194119
-69.951455,44.365251,72.335492
-69.951339,44.365447,69.173925
-69.951254,44.36576,67.243858
-69.951168,44.365978,67.458485
-69.950949,44.366217,68.248525
-69.950831,44.366507,65.102893
-69.950615,44.366671,66.231005
-69.950455,44.366919,65.559636
-69.950206,44.367278,67.400452
-69.950072,44.367653,64.939295
-69.949904,44.367889,65.357374
-69.949816,44.368242,66.407707
-69.949676,44.368538,68.208601
-69.949589,44.368824,66.638964
-69.949529,44.36917,66.68167
-69.94945,44.36949,68.20574
-69.94951,44.369775,64.850969
-69.949455,44.370074,65.358013
-69.949362,44.37027,65.790079
-69.949128,44.370558,69.527008
-69.948978,44.370852,64.623102
-69.948775,44.371134,66.204632
-69.9486,44.371317,67.000785
-69.948564,44.371518,66.351512
-69.948567,44.371673,66.990453
-69.948905,44.371802,64.992325
-69.949237,44.371978,64.880718
-69.949465,44.372119,64.933571
-69.949734,44.372261,64.036749
-69.949901,44.372476,65.623048
-69.950124,44.372579,65.650332
-69.950459,44.372739,64.413784
-69.950783,44.372775,64.941279
-69.951061,44.372821,65.954274
-69.951207,44.373035,68.76447
-69.951231,44.373376,64.203824
-69.950949,44.373529,68.053652
-69.950715,44.373759,66.646795
-69.950597,44.37392,66.537278
-69.950541,44.374048,69.232055
-69.950679,44.374242,65.719871
-69.950822,44.374443,65.696154
-69.950935,44.374622,66.562559
-69.950997,44.374789,68.003837
-69.951068,44.374917,71.38359
-69.951255,44.374956,70.249206
