Longitude,Latitude,Altitude
-69.951405,44.375062,70.200462
-69.951521,44.375284,66.951787
-69.951544,44.375485,66.864511
-69.951508,44.375647,69.986929
-69.951563,44.37584,67.458171
-69.951752,44.376107,65.79215
-69.951918,44.376262,64.127097
-69.952173,44.376438,67.04006
-69.952395,44.376538,67.057935
-69.952492,44.376676,67.047082
-69.952461,44.376817,65.404864
-69.952351,44.376899,64.977088
-69.95222,44.377002,66.672491
-69.952277,44.377163,66.220222
-69.952334,44.37743,64.194345
-69.9522,44.377604,64.834298
-69.95206,44.377738,68.736528
-69.952041,44.377926,67.843145
-69.952051,44.378084,66.429676
-69.952032,44.378246,64.799814
-69.951945,44.378406,66.196506
-69.951847,44.378561,67.099253
-69.951777,44.378744,66.095029
-69.951641,44.378895,69.702838
-69.951471,44.379023,69.787264
-69.951347,44.379052,71.041517
-69.951233,44.379118,71.611562
-69.951259,44.3793,64.048832
-69.951116,44.379393,71.478746
-69.95098,44.379537,76.113177
-69.95099,44.379751,72.797966
-69.951064,44.38003,65.83221
-69.951057,44.380197,65.983856
-69.951072,44.38047,64.16335
-69.951014,44.380672,66.439703
-69.950887,44.380914,65.510507
-69.950824,44.38095,68.484854
-69.951104,44.381198,66.558801
-69.951228,44.381327,68.993111
-69.951399,44.381455,67.694696
-69.951561,44.38156,65.234682
-69.951744,44.381695,64.717708
-69.951734,44.381856,69.308758
-69.951903,44.382049,68.040481
-69.952123,44.382297,69.060649
-69.952269,44.382468,67.22215
-69.952546,44.382652,67.401447
-69.952612,44.38276,66.956904
-69.952622,44.382809,68.248713
-69.952859,44.382793,66.366944
-69.953145,44.382764,66.593584
-69.953271,44.382771,66.28
-69.953473,44.382783,64.175454
-69.953591,44.382797,64.048769
-69.953427,44.383121,66.162841
-69.953436,44.383357,64.709013
-69.953589,44.383462,64.072588
-69.953708,44.383564,64.048652
-69.953605,44.383727,64.291906
-69.953562,44.383849,66.102941
-69.953681,44.384021,65.292658
-69.953574,44.38417,65.057147
-69.953349,44.384348,65.372313
-69.953249,44.38448,64.603224
-69.95315,44.384651,64.24091
-69.953013,44.384811,65.053989
-69.952824,44.385011,65.63258
-69.952693,44.385253,67.046054
-69.952563,44.385489,67.371804
-69.952342,44.385703,72.198863
-69.952109,44.385952,69.880893
-69.951854,44.386099,71.261477
-69.951516,44.386295,66.975886
-69.95134,44.386423,65.646526
-69.951174,44.38659,67.54765
-69.950952,44.386816,67.772177
-69.950841,44.386965,66.983099
-69.950743,44.387173,65.15429
-69.950629,44.387435,64.675003
-69.95047,44.387656,67.430791
-69.95041,44.387767,67.85105
-69.950376,44.387881,66.111217
-69.950641,44.387792,64.265322
-69.950851,44.387673,64.173696
-69.950956,44.387521,64.048806
-69.951269,44.387406,64.048755
-69.951418,44.38748,64.048783
-69.951499,44.387671,64.048707
-69.951377,44.38786,64.048702
-69.9514,44.388028,64.048687
-69.951525,44.388158,64.048759
-69.951755,44.388311,64.153111
-69.951882,44.388432,64.21006
-69.952013,44.388559,64.405028
-69.952222,44.388705,64.30059
-69.952314,44.388743,64.356604
-69.952671,44.388872,64.048833
-69.952884,44.388975,64.04879
-69.952956,44.389107,64.048658
-69.952978,44.389322,64.097395
-69.953144,44.389464,64.048736
-69.953456,44.389572,64.04879
-69.95365,44.389606,64.048793
-69.953865,44.389537,64.147062
-69.953903,44.389434,64.069164
-69.953908,44.389297,64.086842
-69.95399,44.389134,64.160567
-69.953991,44.389037,64.048786
-69.953886,44.388895,64.04878
-69.953816,44.38875,64.048668
